Start Rank,End Rank,Wins,Matches,Avg Weighted Sanyaku Score,Signed Divergence
j5e,j1e,8,1,0.000,-7
j5e,j1e,9,5,0.000,-5
j5e,j1e,10,8,0.000,-3
j5e,j1w,8,6,0.000,-6
j5e,j1w,9,13,0.000,-4
j5e,j2e,8,7,0.000,-5
j5e,j2e,9,4,0.000,-3
j5e,j2e,10,6,0.000,-1
j5e,j2w,8,17,0.000,-4
j5e,j2w,9,5,0.000,-2
j5e,j3e,8,16,0.000,-3
j5e,j3e,9,1,0.000,-1
j5e,j3w,8,12,0.000,-2
j5e,j6e,7,15,0.000,1
j5e,j6w,6,3,0.000,0
j5e,j7e,6,6,0.000,1
j5e,j7w,6,6,0.000,2
j5e,j8e,6,10,0.000,3
j5e,j8w,5,5,0.000,2
j5e,j8w,6,13,0.000,4
j5e,j9e,4,1,0.000,1
j5e,j9e,5,4,0.000,3
j5e,j9w,5,7,0.000,4
j5e,j10e,4,1,0.000,3
j5e,j10e,5,8,0.000,5
j5e,j10w,3,1,0.000,2
j5e,j10w,5,4,0.000,6
j5e,j11e,4,2,0.000,5
j5e,j11e,5,4,0.000,7
j5e,j11w,4,2,0.000,6
j5e,j11w,5,3,0.000,8
j5e,j12w,3,1,0.000,6
j5e,j12w,4,2,0.000,8
j5e,j13e,3,1,0.000,7
j5w,m11w,11,1,0.000,-17
j5w,m12e,10,1,0.000,-18
j5w,m13e,9,1,0.000,-18
j5w,m13e,10,3,0.000,-16
j5w,m13e,11,2,0.000,-14
j5w,m14e,9,1,0.000,-16
j5w,m14e,10,1,0.000,-14
j5w,m14e,11,1,0.000,-12
j5w,m14e,12,2,0.000,-10
j5w,m14w,10,2,0.000,-13
j5w,m15e,10,2,0.000,-12
j5w,m15e,11,2,0.000,-10
j5w,m15w,10,3,0.000,-11
j5w,m16e,8,1,0.000,-14
j5w,m16e,9,1,0.000,-12
j5w,m16e,10,2,0.000,-10
j5w,m17e,9,1,0.000,-10
j5w,j1e,8,1,0.000,-8
j5w,j1e,9,4,0.000,-6
j5w,j1e,10,2,0.000,-4
j5w,j1w,8,1,0.000,-7
j5w,j1w,9,10,0.000,-5
j5w,j1w,10,4,0.000,-3
j5w,j2e,8,13,0.000,-6
j5w,j2e,9,6,0.000,-4
j5w,j2w,8,12,0.000,-5
j5w,j3e,8,20,0.000,-4
j5w,j3w,8,19,0.000,-3
j5w,j4e,8,13,0.000,-2
j5w,j6w,7,20,0.000,1
j5w,j7e,6,1,0.000,0
j5w,j7w,5,1,0.000,-1
j5w,j7w,6,8,0.000,1
j5w,j8e,6,6,0.000,2
j5w,j8w,5,4,0.000,1
j5w,j8w,6,11,0.000,3
j5w,j9e,5,2,0.000,2
j5w,j9e,6,9,0.000,4
j5w,j9w,4,1,0.000,1
j5w,j9w,5,2,0.000,3
j5w,j10e,4,1,0.000,2
j5w,j10e,5,5,0.000,4
j5w,j10w,4,4,0.000,3
j5w,j10w,5,11,0.000,5
j5w,j11e,5,6,0.000,6
j5w,j11w,4,2,0.000,5
j5w,j11w,5,7,0.000,7
j5w,j12w,4,2,0.000,7
j5w,j13e,4,1,0.000,8
j5w,j13w,4,2,0.000,9
j6e,m12e,11,1,0.000,-17
j6e,m13e,11,3,0.000,-15
j6e,m14e,9,1,0.000,-17
j6e,m14e,10,1,0.000,-15
j6e,m14e,11,1,0.000,-13
j6e,m14w,11,1,0.000,-12
j6e,m15e,9,2,0.000,-15
j6e,m15e,11,1,0.000,-11
j6e,m15w,10,2,0.000,-12
j6e,m15w,11,2,0.000,-10
j6e,m16e,10,1,0.000,-11
j6e,m16e,11,1,0.000,-9
j6e,m16w,9,1,0.000,-12
j6e,m16w,10,2,0.000,-10
j6e,m16w,11,1,0.000,-8
j6e,j1e,8,1,0.000,-9
j6e,j1e,9,5,0.000,-7
j6e,j1e,10,2,0.000,-5
j6e,j1e,11,4,0.000,-3
j6e,j1w,8,2,0.000,-8
j6e,j1w,9,6,0.000,-6
j6e,j1w,10,5,0.000,-4
j6e,j2e,8,3,0.000,-7
j6e,j2e,9,9,0.000,-5
j6e,j2e,10,5,0.000,-3
j6e,j2w,8,9,0.000,-6
j6e,j2w,9,9,0.000,-4
j6e,j3e,8,10,0.000,-5
j6e,j3e,9,9,0.000,-3
j6e,j3e,10,1,0.000,-1
j6e,j3w,8,16,0.000,-4
j6e,j3w,9,4,0.000,-2
j6e,j4e,8,22,0.000,-3
j6e,j4w,8,14,0.000,-2
j6e,j5e,8,11,0.000,-1
j6e,j7e,6,1,0.000,-1
j6e,j7e,7,15,0.000,1
j6e,j8e,6,2,0.000,1
j6e,j8w,6,10,0.000,2
j6e,j9e,5,1,0.000,1
j6e,j9e,6,10,0.000,3
j6e,j9w,6,10,0.000,4
j6e,j10e,5,1,0.000,3
j6e,j10e,6,14,0.000,5
j6e,j10w,4,2,0.000,2
j6e,j10w,5,5,0.000,4
j6e,j11e,5,4,0.000,5
j6e,j11w,5,7,0.000,6
j6e,j12e,4,2,0.000,5
j6e,j12e,5,3,0.000,7
j6e,j12w,4,2,0.000,6
j6e,j12w,5,5,0.000,8
j6e,j13w,4,1,0.000,8
j6w,m10w,12,1,0.000,-19
j6w,m11w,12,1,0.000,-17
j6w,m13e,11,1,0.000,-16
j6w,m13w,9,2,0.000,-19
j6w,m14e,12,1,0.000,-12
j6w,m14w,10,1,0.000,-15
j6w,m17e,10,1,0.000,-10
j6w,j1e,9,3,0.000,-8
j6w,j1e,10,4,0.000,-6
j6w,j1e,11,1,0.000,-4
j6w,j1e,12,1,0.000,-2
j6w,j1w,9,3,0.000,-7
j6w,j1w,10,4,0.000,-5
j6w,j2e,9,11,0.000,-6
j6w,j2w,8,7,0.000,-7
j6w,j2w,9,7,0.000,-5
j6w,j3e,8,5,0.000,-6
j6w,j3e,9,8,0.000,-4
j6w,j3w,8,6,0.000,-5
j6w,j3w,9,8,0.000,-3
j6w,j4e,5,1,0.000,-10
j6w,j4e,8,15,0.000,-4
j6w,j4w,8,14,0.000,-3
j6w,j4w,9,1,0.000,-1
j6w,j5e,8,22,0.000,-2
j6w,j5w,8,8,0.000,-1
j6w,j6w,7,2,0.000,-1
j6w,j8e,5,2,0.000,-2
j6w,j8e,6,4,0.000,0
j6w,j8w,6,11,0.000,1
j6w,j9e,5,1,0.000,0
j6w,j9e,6,11,0.000,2
j6w,j9w,6,11,0.000,3
j6w,j10e,4,1,0.000,0
j6w,j10e,5,5,0.000,2
j6w,j10w,5,5,0.000,3
j6w,j10w,6,7,0.000,5
j6w,j11e,4,1,0.000,2
j6w,j11e,5,2,0.000,4
j6w,j11w,4,2,0.000,3
j6w,j11w,5,8,0.000,5
j6w,j12e,4,1,0.000,4
j6w,j12e,5,4,0.000,6
j6w,j12w,4,4,0.000,5
j6w,j13e,4,2,0.000,6
j6w,j13w,3,1,0.000,5
j6w,j13w,4,2,0.000,7
j6w,j14w,3,1,0.000,7
j7e,j1e,9,1,0.000,-9
j7e,j1e,10,3,0.000,-7
j7e,j1w,9,1,0.000,-8
j7e,j1w,10,8,0.000,-6
j7e,j1w,11,2,0.000,-4
j7e,j1w,12,1,0.000,-2
j7e,j2e,9,5,0.000,-7
j7e,j2w,8,2,0.000,-8
j7e,j2w,9,9,0.000,-6
j7e,j2w,10,1,0.000,-4
j7e,j3e,8,4,0.000,-7
j7e,j3e,9,8,0.000,-5
j7e,j3e,10,6,0.000,-3
j7e,j3w,8,8,0.000,-6
j7e,j3w,9,9,0.000,-4
j7e,j4e,8,9,0.000,-5
j7e,j4w,8,17,0.000,-4
j7e,j5e,8,13,0.000,-3
j7e,j5w,8,9,0.000,-2
j7e,j6e,8,20,0.000,-1
j7e,j8e,6,1,0.000,-1
j7e,j8w,6,4,0.000,0
j7e,j9e,6,9,0.000,1
j7e,j9w,5,1,0.000,0
j7e,j9w,6,8,0.000,2
j7e,j10e,5,1,0.000,1
j7e,j10e,6,12,0.000,3
j7e,j10w,5,1,0.000,2
j7e,j11e,5,2,0.000,3
j7e,j11e,6,12,0.000,5
j7e,j11w,5,5,0.000,4
j7e,j12e,4,2,0.000,3
j7e,j12e,5,7,0.000,5
j7e,j12w,5,4,0.000,6
j7e,j13e,4,1,0.000,5
j7e,j13w,4,1,0.000,6
j7w,m13w,11,1,0.000,-17
j7w,m14w,12,1,0.000,-13
j7w,m16w,8,1,0.000,-17
j7w,j1e,10,1,0.000,-8
j7w,j1w,9,3,0.000,-9
j7w,j1w,11,2,0.000,-5
j7w,j2e,9,6,0.000,-8
j7w,j2e,10,3,0.000,-6
j7w,j2w,9,7,0.000,-7
j7w,j2w,10,3,0.000,-5
j7w,j3e,8,1,0.000,-8
j7w,j3e,9,6,0.000,-6
j7w,j3e,10,3,0.000,-4
j7w,j3w,8,9,0.000,-7
j7w,j3w,9,9,0.000,-5
j7w,j4e,8,7,0.000,-6
j7w,j4e,9,7,0.000,-4
j7w,j4w,8,11,0.000,-5
j7w,j4w,9,2,0.000,-3
j7w,j5e,8,15,0.000,-4
j7w,j5w,8,14,0.000,-3
j7w,j7w,7,3,0.000,-1
j7w,j8e,4,1,0.000,-6
j7w,j8w,6,1,0.000,-1
j7w,j9e,6,4,0.000,0
j7w,j9w,6,14,0.000,1
j7w,j10e,4,1,0.000,-2
j7w,j10e,6,6,0.000,2
j7w,j10w,5,1,0.000,1
j7w,j10w,6,15,0.000,3
j7w,j11e,5,4,0.000,2
j7w,j11e,6,15,0.000,4
j7w,j11w,4,1,0.000,1
j7w,j11w,5,6,0.000,3
j7w,j11w,6,10,0.000,5
j7w,j12e,4,2,0.000,2
j7w,j12e,5,5,0.000,4
j7w,j12w,4,1,0.000,3
j7w,j12w,5,7,0.000,5
j7w,j13w,4,1,0.000,5
j7w,j14e,4,2,0.000,6
j8e,m16e,10,1,0.000,-15
j8e,m16w,10,2,0.000,-14
j8e,m17e,10,1,0.000,-13
j8e,j1e,10,2,0.000,-9
j8e,j1e,11,3,0.000,-7
j8e,j1w,10,3,0.000,-8
j8e,j1w,11,3,0.000,-6
j8e,j2e,8,1,0.000,-11
j8e,j2e,9,1,0.000,-9
j8e,j2e,10,5,0.000,-7
j8e,j2e,11,1,0.000,-5
j8e,j2w,9,5,0.000,-8
j8e,j3e,8,2,0.000,-9
j8e,j3e,9,8,0.000,-7
j8e,j3e,10,3,0.000,-5
j8e,j3w,8,3,0.000,-8
j8e,j3w,9,8,0.000,-6
j8e,j3w,10,4,0.000,-4
j8e,j4e,8,2,0.000,-7
j8e,j4e,9,8,0.000,-5
j8e,j4w,8,6,0.000,-6
j8e,j4w,9,3,0.000,-4
j8e,j4w,10,2,0.000,-2
j8e,j5e,8,14,0.000,-5
j8e,j5e,9,9,0.000,-3
j8e,j5w,8,17,0.000,-4
j8e,j6e,5,1,0.000,-9
j8e,j6w,8,14,0.000,-2
j8e,j8e,7,2,0.000,-1
j8e,j9e,6,2,0.000,-1
j8e,j9w,6,3,0.000,0
j8e,j10e,6,1,0.000,1
j8e,j10w,5,1,0.000,0
j8e,j10w,6,9,0.000,2
j8e,j11e,5,1,0.000,1
j8e,j11e,6,23,0.000,3
j8e,j11w,6,13,0.000,4
j8e,j12e,5,3,0.000,3
j8e,j12e,6,7,0.000,5
j8e,j12w,5,1,0.000,4
j8e,j13e,5,2,0.000,5
j8e,j13w,5,4,0.000,6
j8e,j14e,4,1,0.000,5
j8e,j14w,4,4,0.000,6
j8w,m15e,9,1,0.000,-20
j8w,j1e,10,1,0.000,-10
j8w,j1e,11,3,0.000,-8
j8w,j1e,12,1,0.000,-6
j8w,j1w,10,2,0.000,-9
j8w,j2e,9,1,0.000,-10
j8w,j2e,10,4,0.000,-8
j8w,j2e,11,3,0.000,-6
j8w,j2w,8,2,0.000,-11
j8w,j2w,9,4,0.000,-9
j8w,j2w,10,4,0.000,-7
j8w,j2w,11,2,0.000,-5
j8w,j3e,8,3,0.000,-10
j8w,j3e,9,7,0.000,-8
j8w,j3e,10,6,0.000,-6
j8w,j3w,8,2,0.000,-9
j8w,j3w,9,8,0.000,-7
j8w,j3w,10,4,0.000,-5
j8w,j4e,8,6,0.000,-8
j8w,j4e,9,14,0.000,-6
j8w,j4e,10,4,0.000,-4
j8w,j4w,8,8,0.000,-7
j8w,j4w,9,5,0.000,-5
j8w,j5e,8,6,0.000,-6
j8w,j5w,8,13,0.000,-5
j8w,j6e,8,18,0.000,-4
j8w,j6e,9,5,0.000,-2
j8w,j9w,6,1,0.000,-1
j8w,j10e,6,3,0.000,0
j8w,j10w,6,9,0.000,1
j8w,j11e,6,17,0.000,2
j8w,j11w,5,3,0.000,1
j8w,j11w,6,11,0.000,3
j8w,j12e,5,2,0.000,2
j8w,j12w,5,2,0.000,3
j8w,j13e,5,2,0.000,4
j8w,j14e,4,1,0.000,4
j8w,j14e,5,1,0.000,6
j9e,j1e,9,1,0.000,-13
j9e,j1w,10,1,0.000,-10
j9e,j1w,11,1,0.000,-8
j9e,j1w,12,1,0.000,-6
j9e,j2e,9,3,0.000,-11
j9e,j2e,10,1,0.000,-9
j9e,j2w,10,2,0.000,-8
j9e,j2w,11,3,0.000,-6
j9e,j3e,9,3,0.000,-9
j9e,j3w,9,2,0.000,-8
j9e,j3w,10,6,0.000,-6
j9e,j4e,8,3,0.000,-9
j9e,j4e,9,8,0.000,-7
j9e,j4e,10,5,0.000,-5
j9e,j4e,11,1,0.000,-3
j9e,j4w,8,3,0.000,-8
j9e,j4w,9,5,0.000,-6
j9e,j5e,8,9,0.000,-7
j9e,j5e,9,6,0.000,-5
j9e,j5w,8,10,0.000,-6
j9e,j5w,9,9,0.000,-4
j9e,j6e,8,10,0.000,-5
j9e,j6e,9,14,0.000,-3
j9e,j6w,8,18,0.000,-4
j9e,j7e,8,12,0.000,-3
j9e,j7e,9,1,0.000,-1
j9e,j7w,8,13,0.000,-2
j9e,j9e,6,1,0.000,-3
j9e,j9e,7,4,0.000,-1
j9e,j9w,6,3,0.000,-2
j9e,j10e,5,1,0.000,-3
j9e,j10w,5,1,0.000,-2
j9e,j10w,6,2,0.000,0
j9e,j11e,5,1,0.000,-1
j9e,j11e,6,7,0.000,1
j9e,j11w,6,6,0.000,2
j9e,j12e,6,13,0.000,3
j9e,j12w,5,1,0.000,2
j9e,j13e,5,2,0.000,3
j9e,j13e,6,5,0.000,5
j9e,j13w,5,4,0.000,4
j9e,j14e,5,2,0.000,5
j9e,j14w,4,1,0.000,4
j9w,j1e,11,1,0.000,-10
j9w,j1w,9,1,0.000,-13
j9w,j1w,10,1,0.000,-11
j9w,j1w,11,1,0.000,-9
j9w,j2e,10,1,0.000,-10
j9w,j2w,9,1,0.000,-11
j9w,j2w,10,5,0.000,-9
j9w,j3e,8,1,0.000,-12
j9w,j3e,9,2,0.000,-10
j9w,j3e,10,8,0.000,-8
j9w,j3w,9,3,0.000,-9
j9w,j3w,10,8,0.000,-7
j9w,j4e,9,10,0.000,-8
j9w,j4e,10,5,0.000,-6
j9w,j4w,8,1,0.000,-9
j9w,j4w,9,12,0.000,-7
j9w,j4w,10,1,0.000,-5
j9w,j5e,8,2,0.000,-8
j9w,j5e,9,10,0.000,-6
j9w,j5w,8,7,0.000,-7
j9w,j5w,9,8,0.000,-5
j9w,j6e,8,16,0.000,-6
j9w,j6e,9,6,0.000,-4
j9w,j6w,8,14,0.000,-5
j9w,j7e,5,1,0.000,-10
j9w,j7e,8,23,0.000,-4
j9w,j7w,8,7,0.000,-3
j9w,j9w,6,1,0.000,-3
j9w,j10e,6,1,0.000,-2
j9w,j10w,6,3,0.000,-1
j9w,j11e,6,5,0.000,0
j9w,j11w,6,8,0.000,1
j9w,j12e,6,8,0.000,2
j9w,j12w,5,2,0.000,1
j9w,j13w,5,4,0.000,3
j9w,j13w,6,8,0.000,5
j9w,j14e,5,3,0.000,4
j9w,j14w,4,1,0.000,3
j10e,j1w,11,2,0.000,-10
j10e,j2e,10,3,0.000,-11
j10e,j2w,9,1,0.000,-12
j10e,j2w,10,2,0.000,-10
j10e,j2w,11,4,0.000,-8
j10e,j2w,12,2,0.000,-6
j10e,j3e,10,2,0.000,-9
j10e,j3e,11,1,0.000,-7
j10e,j3e,12,1,0.000,-5
j10e,j3w,9,3,0.000,-10
j10e,j3w,10,5,0.000,-8
j10e,j3w,11,2,0.000,-6
j10e,j4e,8,2,0.000,-11
j10e,j4e,9,5,0.000,-9
j10e,j4e,10,2,0.000,-7
j10e,j4w,9,11,0.000,-8
j10e,j5e,8,1,0.000,-9
j10e,j5e,9,7,0.000,-7
j10e,j5e,10,2,0.000,-5
j10e,j5w,8,4,0.000,-8
j10e,j5w,9,3,0.000,-6
j10e,j6e,8,7,0.000,-7
j10e,j6w,8,5,0.000,-6
j10e,j7e,8,13,0.000,-5
j10e,j7e,9,8,0.000,-3
j10e,j7w,8,14,0.000,-4
j10e,j9e,8,13,0.000,-1
j10e,j10e,7,7,0.000,-1
j10e,j11e,5,1,0.000,-3
j10e,j11e,6,1,0.000,-1
j10e,j11w,6,1,0.000,0
j10e,j12e,6,5,0.000,1
j10e,j12w,6,11,0.000,2
j10e,j13w,6,9,0.000,4
j10e,j14w,5,1,0.000,4
j10w,j2e,10,1,0.000,-12
j10w,j2e,11,2,0.000,-10
j10w,j2w,9,2,0.000,-13
j10w,j2w,10,3,0.000,-11
j10w,j3e,9,2,0.000,-12
j10w,j3e,10,2,0.000,-10
j10w,j3e,11,3,0.000,-8
j10w,j3w,9,1,0.000,-11
j10w,j3w,10,3,0.000,-9
j10w,j4e,9,5,0.000,-10
j10w,j4e,10,3,0.000,-8
j10w,j4w,8,1,0.000,-11
j10w,j4w,9,4,0.000,-9
j10w,j4w,10,3,0.000,-7
j10w,j5e,7,1,0.000,-12
j10w,j5e,8,2,0.000,-10
j10w,j5e,9,11,0.000,-8
j10w,j5w,8,2,0.000,-9
j10w,j5w,9,11,0.000,-7
j10w,j5w,10,1,0.000,-5
j10w,j6e,8,10,0.000,-8
j10w,j6e,9,5,0.000,-6
j10w,j6w,8,11,0.000,-7
j10w,j6w,9,10,0.000,-5
j10w,j7e,8,9,0.000,-6
j10w,j7w,8,8,0.000,-5
j10w,j8e,8,21,0.000,-4
j10w,j8w,8,14,0.000,-3
j10w,j9e,8,17,0.000,-2
j10w,j11w,6,1,0.000,-1
j10w,j12e,5,1,0.000,-2
j10w,j12e,6,3,0.000,0
j10w,j12w,5,2,0.000,-1
j10w,j12w,6,4,0.000,1
j10w,j13e,6,6,0.000,2
j10w,j13w,5,2,0.000,1
j10w,j13w,6,15,0.000,3
j10w,j14e,5,1,0.000,2
j10w,j14w,5,2,0.000,3
j11e,j1e,12,1,0.000,-11
j11e,j2e,10,1,0.000,-13
j11e,j2w,10,2,0.000,-12
j11e,j3e,9,1,0.000,-13
j11e,j3w,9,1,0.000,-12
j11e,j3w,10,5,0.000,-10
j11e,j3w,11,2,0.000,-8
j11e,j4e,9,2,0.000,-11
j11e,j4w,9,2,0.000,-10
j11e,j5e,9,2,0.000,-9
j11e,j5e,10,1,0.000,-7
j11e,j5w,8,2,0.000,-10
j11e,j5w,9,6,0.000,-8
j11e,j6e,8,4,0.000,-9
j11e,j6e,9,4,0.000,-7
j11e,j6w,8,7,0.000,-8
j11e,j6w,9,16,0.000,-6
j11e,j7e,8,8,0.000,-7
j11e,j7e,9,5,0.000,-5
j11e,j7w,8,5,0.000,-6
j11e,j7w,9,14,0.000,-4
j11e,j8e,8,14,0.000,-5
j11e,j8w,8,12,0.000,-4
j11e,j9e,8,17,0.000,-3
j11e,j9w,5,1,0.000,-8
j11e,j10w,8,8,0.000,0
j11e,j11e,7,4,0.000,-1
j11e,j12e,6,1,0.000,-1
j11e,j12w,6,2,0.000,0
j11e,j13e,6,4,0.000,1
j11e,j13w,5,1,0.000,0
j11e,j13w,6,6,0.000,2
j11e,j14w,6,8,0.000,4
j11w,j1w,10,1,0.000,-15
j11w,j3e,8,1,0.000,-16
j11w,j3w,9,1,0.000,-13
j11w,j3w,10,1,0.000,-11
j11w,j4e,9,1,0.000,-12
j11w,j4e,10,3,0.000,-10
j11w,j4w,9,2,0.000,-11
j11w,j4w,10,5,0.000,-9
j11w,j5e,9,6,0.000,-10
j11w,j5w,8,1,0.000,-11
j11w,j5w,9,10,0.000,-9
j11w,j5w,10,3,0.000,-7
j11w,j6e,8,2,0.000,-10
j11w,j6e,9,7,0.000,-8
j11w,j6e,10,2,0.000,-6
j11w,j6w,8,2,0.000,-9
j11w,j6w,9,3,0.000,-7
j11w,j7e,8,4,0.000,-8
j11w,j7e,9,7,0.000,-6
j11w,j7w,8,9,0.000,-7
j11w,j8e,8,11,0.000,-6
j11w,j8w,8,10,0.000,-5
j11w,j9e,8,11,0.000,-4
j11w,j9w,8,17,0.000,-3
j11w,j13e,6,5,0.000,0
j11w,j13w,6,7,0.000,1
j11w,j14e,6,4,0.000,2
j11w,j14w,5,3,0.000,1
j12e,j2w,11,1,0.000,-12
j12e,j2w,12,1,0.000,-10
j12e,j3e,10,2,0.000,-13
j12e,j3w,9,1,0.000,-14
j12e,j3w,10,2,0.000,-12
j12e,j3w,11,1,0.000,-10
j12e,j4e,8,1,0.000,-15
j12e,j4w,9,2,0.000,-12
j12e,j4w,10,2,0.000,-10
j12e,j5e,9,1,0.000,-11
j12e,j5e,10,2,0.000,-9
j12e,j5w,9,5,0.000,-10
j12e,j5w,10,4,0.000,-8
j12e,j5w,11,1,0.000,-6
j12e,j6e,8,1,0.000,-11
j12e,j6e,9,9,0.000,-9
j12e,j6w,8,1,0.000,-10
j12e,j6w,9,10,0.000,-8
j12e,j6w,10,1,0.000,-6
j12e,j7e,8,3,0.000,-9
j12e,j7e,9,9,0.000,-7
j12e,j7w,8,7,0.000,-8
j12e,j7w,9,16,0.000,-6
j12e,j8e,8,8,0.000,-7
j12e,j8w,8,7,0.000,-6
j12e,j9e,8,8,0.000,-5
j12e,j9w,8,12,0.000,-4
j12e,j10e,8,11,0.000,-3
j12e,j11e,7,1,0.000,-3
j12e,j12e,7,5,0.000,-1
j12e,j13e,6,2,0.000,-1
j12e,j13w,6,1,0.000,0
j12e,j14e,6,2,0.000,1
j12e,j14w,5,1,0.000,0
j12w,j3e,11,5,0.000,-12
j12w,j3w,10,1,0.000,-13
j12w,j4e,9,1,0.000,-14
j12w,j4e,10,3,0.000,-12
j12w,j4e,11,1,0.000,-10
j12w,j4w,10,2,0.000,-11
j12w,j5e,9,2,0.000,-12
j12w,j5e,10,5,0.000,-10
j12w,j5w,8,1,0.000,-13
j12w,j5w,9,1,0.000,-11
j12w,j5w,10,8,0.000,-9
j12w,j6e,8,1,0.000,-12
j12w,j6e,9,6,0.000,-10
j12w,j6e,10,4,0.000,-8
j12w,j6w,8,2,0.000,-11
j12w,j6w,9,5,0.000,-9
j12w,j7e,8,5,0.000,-10
j12w,j7e,9,12,0.000,-8
j12w,j7w,8,6,0.000,-9
j12w,j7w,9,6,0.000,-7
j12w,j8e,8,12,0.000,-8
j12w,j8w,8,9,0.000,-7
j12w,j9e,8,13,0.000,-6
j12w,j9w,8,9,0.000,-5
j12w,j10e,8,19,0.000,-4
j12w,j10w,8,8,0.000,-3
j12w,j11w,7,1,0.000,-3
j12w,j12w,7,6,0.000,-1
j12w,j14e,6,2,0.000,0
j13e,j3e,10,2,0.000,-15
j13e,j3e,11,1,0.000,-13
j13e,j3e,12,2,0.000,-11
j13e,j3w,10,2,0.000,-14
j13e,j3w,11,2,0.000,-12
j13e,j3w,12,1,0.000,-10
j13e,j4e,10,3,0.000,-13
j13e,j4w,10,2,0.000,-12
j13e,j4w,11,2,0.000,-10
j13e,j5e,10,2,0.000,-11
j13e,j5e,11,2,0.000,-9
j13e,j5w,9,2,0.000,-12
j13e,j5w,10,4,0.000,-10
j13e,j6e,9,2,0.000,-11
j13e,j6e,10,4,0.000,-9
j13e,j6w,8,1,0.000,-12
j13e,j6w,9,3,0.000,-10
j13e,j6w,10,1,0.000,-8
j13e,j7e,8,1,0.000,-11
j13e,j7e,9,9,0.000,-9
j13e,j7w,8,3,0.000,-10
j13e,j7w,9,11,0.000,-8
j13e,j8e,8,3,0.000,-9
j13e,j8e,9,6,0.000,-7
j13e,j8w,8,5,0.000,-8
j13e,j8w,9,7,0.000,-6
j13e,j9e,8,9,0.000,-7
j13e,j9w,8,12,0.000,-6
j13e,j10e,8,14,0.000,-5
j13e,j10w,8,16,0.000,-4
j13e,j12e,5,1,0.000,-5
j13e,j12w,8,1,0.000,0
j13e,j14e,6,2,0.000,-1
j13e,j14w,6,3,0.000,0
j13w,j3e,11,1,0.000,-14
j13w,j3w,11,2,0.000,-13
j13w,j4e,11,2,0.000,-12
j13w,j4w,9,1,0.000,-15
j13w,j4w,10,2,0.000,-13
j13w,j4w,11,2,0.000,-11
j13w,j4w,12,1,0.000,-9
j13w,j5e,8,1,0.000,-16
j13w,j5e,10,3,0.000,-12
j13w,j5w,9,3,0.000,-13
j13w,j5w,10,8,0.000,-11
j13w,j6e,9,1,0.000,-12
j13w,j6w,9,1,0.000,-11
j13w,j7e,8,1,0.000,-12
j13w,j7e,9,5,0.000,-10
j13w,j7w,8,2,0.000,-11
j13w,j7w,9,7,0.000,-9
j13w,j8e,8,5,0.000,-10
j13w,j8e,9,6,0.000,-8
j13w,j8w,8,3,0.000,-9
j13w,j8w,9,7,0.000,-7
j13w,j9e,8,10,0.000,-8
j13w,j9e,9,10,0.000,-6
j13w,j9e,10,1,0.000,-4
j13w,j9w,8,5,0.000,-7
j13w,j9w,9,11,0.000,-5
j13w,j10e,8,10,0.000,-6
j13w,j10w,8,16,0.000,-5
j13w,j11e,8,13,0.000,-4
j14e,j3w,10,1,0.000,-16
j14e,j3w,11,1,0.000,-14
j14e,j5e,9,1,0.000,-15
j14e,j5e,10,1,0.000,-13
j14e,j5e,11,2,0.000,-11
j14e,j6e,9,1,0.000,-13
j14e,j8e,8,2,0.000,-11
j14e,j8e,9,3,0.000,-9
j14e,j8w,8,4,0.000,-10
j14e,j8w,9,2,0.000,-8
j14e,j9e,8,2,0.000,-9
j14e,j10e,8,2,0.000,-7
j14e,j10w,8,4,0.000,-6
j14e,j11e,8,5,0.000,-5
j14e,j11w,8,6,0.000,-4
j14e,j13w,8,1,0.000,0
j14e,j14w,6,1,0.000,0
j14w,j4w,10,1,0.000,-15
j14w,j4w,11,1,0.000,-13
j14w,j5e,9,1,0.000,-16
j14w,j5w,8,1,0.000,-17
j14w,j5w,9,1,0.000,-15
j14w,j6w,9,2,0.000,-13
j14w,j7w,9,1,0.000,-11
j14w,j8e,9,4,0.000,-10
j14w,j8e,10,2,0.000,-8
j14w,j8w,8,2,0.000,-11
j14w,j8w,9,1,0.000,-9
j14w,j9e,8,3,0.000,-10
j14w,j9w,8,1,0.000,-9
j14w,j10e,6,1,0.000,-9
j14w,j10e,8,2,0.000,-8
j14w,j11e,8,6,0.000,-6
j14w,j11w,8,4,0.000,-5
j14w,j11w,9,2,0.000,-3
j14w,j14w,6,1,0.000,0
